City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
269,brownsville,US,2020-11-11 00:44:40,25.9,-97.5,78.8,69,1,9.17,clear sky
270,salalah,OM,2020-11-11 00:44:40,17.02,54.09,77.0,73,20,3.36,few clouds
271,sinnamary,GF,2020-11-11 00:44:40,5.38,-52.95,79.5,84,97,7.52,overcast clouds
272,wuda,CN,2020-11-11 00:44:40,39.5,106.71,44.65,55,44,1.16,scattered clouds
273,mayo,US,2020-11-11 00:44:41,38.89,-76.51,66.2,88,1,8.05,clear sky
274,azare,NG,2020-11-11 00:44:41,11.68,10.19,70.27,31,0,7.63,clear sky
275,berdigestyakh,RU,2020-11-11 00:44:02,62.1,126.7,7.23,94,100,3.67,overcast clouds
276,trinidad,BO,2020-11-11 00:44:41,-14.83,-64.9,75.96,89,100,5.32,overcast clouds
277,kostek,RU,2020-11-11 00:44:41,43.34,46.85,49.91,55,99,10.18,overcast clouds
278,dingle,PH,2020-11-11 00:44:41,11.0,122.67,81.12,80,100,4.09,overcast clouds
279,mandalgovi,MN,2020-11-11 00:44:42,45.76,106.27,31.1,76,0,7.58,clear sky
280,mahesana,IN,2020-11-11 00:44:42,23.6,72.4,59.0,72,0,7.58,haze
281,moose factory,CA,2020-11-11 00:44:42,51.26,-80.61,33.8,86,90,5.82,overcast clouds
282,college,US,2020-11-11 00:42:28,64.86,-147.8,27.0,79,90,3.36,overcast clouds
283,dikson,RU,2020-11-11 00:44:42,73.51,80.55,10.06,95,78,17.69,broken clouds
284,sehithwa,BW,2020-11-11 00:44:42,-20.47,22.72,76.01,52,76,11.63,broken clouds
285,tezu,IN,2020-11-11 00:44:43,27.92,96.17,68.72,52,0,2.82,clear sky
286,atherton,GB,2020-11-11 00:44:43,53.52,-2.49,50.0,84,100,4.0,overcast clouds
287,kondinskoye,RU,2020-11-11 00:44:43,59.65,67.41,19.6,97,97,4.54,overcast clouds
288,swan hill,AU,2020-11-11 00:44:43,-35.34,143.55,83.55,38,100,21.18,light rain
289,tasiilaq,GL,2020-11-11 00:44:43,65.61,-37.64,29.59,95,100,21.43,overcast clouds
290,katsuura,JP,2020-11-11 00:42:20,35.13,140.3,60.01,49,20,17.22,few clouds
291,pacific grove,US,2020-11-11 00:43:00,36.62,-121.92,55.4,58,1,5.82,clear sky
292,wawa,NG,2020-11-11 00:44:44,9.9,4.42,79.32,43,76,1.97,broken clouds
293,yabrud,SY,2020-11-11 00:44:44,33.97,36.66,51.8,87,0,0.45,clear sky
294,la rioja,ES,2020-11-11 00:44:44,42.25,-2.5,48.99,100,0,6.35,clear sky
295,gusinoye ozero,RU,2020-11-11 00:44:44,51.11,106.26,29.5,95,100,1.68,overcast clouds
296,saint-francois,FR,2020-11-11 00:44:45,46.42,3.91,48.0,100,90,2.24,fog
297,novospasskoye,RU,2020-11-11 00:44:45,53.15,47.75,31.15,95,76,10.47,broken clouds
298,santiago de cao,PE,2020-11-11 00:44:45,-7.96,-79.24,62.08,88,14,6.55,few clouds
299,halifax,CA,2020-11-11 00:43:10,44.65,-63.57,52.0,100,20,9.17,few clouds
300,miraflores,MX,2020-11-11 00:44:45,19.22,-98.81,77.0,17,5,4.7,clear sky
301,isla vista,US,2020-11-11 00:43:58,34.41,-119.86,60.8,41,1,9.17,clear sky
302,alofi,NU,2020-11-11 00:44:46,-19.06,-169.92,80.6,65,75,14.99,broken clouds
303,peleduy,RU,2020-11-11 00:44:46,59.63,112.74,28.17,97,100,6.67,overcast clouds
304,port lincoln,AU,2020-11-11 00:44:46,-34.73,135.87,66.49,58,0,27.0,clear sky
305,amboasary,MG,2020-11-11 00:44:46,-25.03,46.38,73.4,94,0,16.11,clear sky
306,encheng,CN,2020-11-11 00:44:46,22.18,112.3,69.58,46,54,7.92,broken clouds
307,arlington,US,2020-11-11 00:41:22,32.74,-97.11,64.99,34,1,5.82,clear sky
308,chicla,PE,2020-11-11 00:44:46,-11.71,-76.27,49.75,58,81,4.5,broken clouds
309,katherine,AU,2020-11-11 00:44:47,-14.47,132.27,91.4,49,75,11.41,broken clouds
310,la ronge,CA,2020-11-11 00:44:47,55.1,-105.28,21.2,85,100,2.24,light snow
311,charleville-mezieres,FR,2020-11-11 00:44:47,49.77,4.72,51.01,100,20,1.12,mist
312,vakhrushev,RU,2020-11-11 00:44:47,48.98,142.97,32.49,85,0,6.93,clear sky
313,marsa matruh,EG,2020-11-11 00:44:47,31.35,27.25,66.54,62,0,8.55,clear sky
314,sibolga,ID,2020-11-11 00:44:47,1.74,98.78,82.24,71,93,1.97,overcast clouds
315,adre,TD,2020-11-11 00:44:47,13.47,22.2,71.55,28,0,16.98,clear sky
316,narsaq,GL,2020-11-11 00:44:48,60.92,-46.05,21.42,93,100,5.06,overcast clouds
317,kenai,US,2020-11-11 00:44:48,60.55,-151.26,30.99,86,1,11.41,clear sky
318,erenhot,CN,2020-11-11 00:44:48,43.65,111.98,41.22,64,43,11.16,scattered clouds
319,constitucion,CL,2020-11-11 00:44:48,-35.33,-72.42,53.15,91,0,1.52,clear sky
320,saint-augustin,CA,2020-11-11 00:42:28,51.23,-58.65,51.48,82,100,11.68,overcast clouds
321,lewistown,US,2020-11-11 00:44:49,40.6,-77.57,68.0,72,90,3.36,overcast clouds
322,bilma,NE,2020-11-11 00:40:52,18.69,12.92,66.63,33,0,11.27,clear sky
323,ixtapa,MX,2020-11-11 00:44:49,20.7,-105.2,82.4,74,75,9.17,broken clouds
324,kathmandu,NP,2020-11-11 00:44:49,27.72,85.32,48.2,100,20,3.36,few clouds
325,kavaratti,IN,2020-11-11 00:44:49,10.57,72.64,82.54,65,27,10.38,scattered clouds
326,san andres,CO,2020-11-11 00:44:49,12.58,-81.7,78.8,88,75,3.36,broken clouds
327,lompoc,US,2020-11-11 00:44:50,34.64,-120.46,62.6,42,1,9.17,clear sky
328,zafra,ES,2020-11-11 00:44:50,38.42,-6.42,53.01,85,43,5.99,scattered clouds
329,byron bay,AU,2020-11-11 00:44:50,-28.65,153.62,80.01,56,6,10.29,clear sky
330,fort nelson,CA,2020-11-11 00:43:06,58.81,-122.7,8.6,71,75,2.24,broken clouds
331,shimoda,JP,2020-11-11 00:44:50,34.67,138.95,57.2,50,40,16.11,scattered clouds
332,provideniya,RU,2020-11-11 00:44:50,64.38,-173.3,33.8,97,75,6.71,broken clouds
333,vung tau,VN,2020-11-11 00:43:51,10.35,107.08,75.58,83,100,4.9,overcast clouds
334,laguna,US,2020-11-11 00:41:25,38.42,-121.42,60.8,26,1,4.7,clear sky
335,turiacu,BR,2020-11-11 00:44:51,-1.66,-45.37,76.33,90,100,2.39,overcast clouds
336,verkhnyaya toyma,RU,2020-11-11 00:44:51,62.23,45.0,30.79,96,84,8.75,broken clouds
337,nuuk,GL,2020-11-11 00:41:13,64.18,-51.72,14.05,96,99,6.33,overcast clouds
338,alappuzha,IN,2020-11-11 00:44:51,9.49,76.33,77.09,81,21,4.07,few clouds
339,boyolangu,ID,2020-11-11 00:44:51,-8.12,111.89,81.7,74,39,5.99,scattered clouds
340,hinton,CA,2020-11-11 00:44:51,53.4,-117.59,26.6,86,100,4.7,overcast clouds
341,kodinsk,RU,2020-11-11 00:44:52,58.69,99.18,31.82,97,100,14.5,overcast clouds
342,virginia beach,US,2020-11-11 00:40:31,36.85,-75.98,72.0,87,2,1.01,clear sky
343,cururupu,BR,2020-11-11 00:44:52,-1.83,-44.87,76.21,92,100,1.39,overcast clouds
344,sao joao da barra,BR,2020-11-11 00:44:37,-21.64,-41.05,74.12,89,100,15.12,overcast clouds
345,pierre,US,2020-11-11 00:44:52,44.37,-100.35,33.01,78,1,11.41,clear sky
346,leningradskiy,RU,2020-11-11 00:44:52,69.38,178.42,25.07,97,100,17.34,light snow
347,bodden town,KY,2020-11-11 00:44:52,19.28,-81.25,82.99,78,20,6.93,few clouds
348,caravelas,BR,2020-11-11 00:44:52,-17.71,-39.25,74.7,86,77,7.23,broken clouds
349,denpasar,ID,2020-11-11 00:44:53,-8.65,115.22,78.8,94,75,2.24,broken clouds
350,darnah,LY,2020-11-11 00:44:53,32.77,22.64,67.35,71,91,10.29,overcast clouds
351,avera,US,2020-11-11 00:44:53,33.19,-82.53,71.6,94,90,6.93,mist
352,coahuayana,MX,2020-11-11 00:44:53,18.73,-103.68,77.0,78,20,8.05,few clouds
353,bilibino,RU,2020-11-11 00:44:54,68.05,166.44,0.7,90,100,1.99,overcast clouds
354,thinadhoo,MV,2020-11-11 00:44:54,0.53,72.93,83.79,72,55,7.16,light rain
355,jennings,US,2020-11-11 00:44:54,38.72,-90.26,57.2,71,75,14.99,broken clouds
356,smithers,CA,2020-11-11 00:40:02,54.78,-127.17,32.0,93,40,6.93,scattered clouds
357,necochea,AR,2020-11-11 00:42:08,-38.55,-58.74,60.01,81,0,5.01,clear sky
358,cubuk,TR,2020-11-11 00:44:55,40.24,33.03,45.0,86,0,6.93,clear sky
359,lwowek slaski,PL,2020-11-11 00:44:55,51.11,15.59,41.0,92,97,1.99,overcast clouds
360,anjangaon,IN,2020-11-11 00:44:55,21.16,77.31,61.63,41,0,3.53,clear sky
361,parana,AR,2020-11-11 00:44:55,-31.73,-60.52,73.99,53,0,11.05,clear sky
362,les herbiers,FR,2020-11-11 00:44:56,46.87,-1.02,51.8,93,75,5.82,mist
363,nanakuli,US,2020-11-11 00:44:56,21.39,-158.15,87.8,45,40,11.41,scattered clouds
364,severo-yeniseyskiy,RU,2020-11-11 00:44:56,60.37,93.04,22.32,97,100,11.45,overcast clouds
365,ambon,ID,2020-11-11 00:44:56,-3.7,128.18,87.8,66,20,2.24,few clouds
366,nanortalik,GL,2020-11-11 00:44:56,60.14,-45.24,28.47,87,100,6.64,overcast clouds
367,xingyi,CN,2020-11-11 00:44:56,24.19,102.82,49.46,79,0,2.39,clear sky
368,hereford,GB,2020-11-11 00:43:47,52.06,-2.71,50.0,94,100,7.16,overcast clouds
369,urumqi,CN,2020-11-11 00:40:04,43.8,87.6,35.6,64,0,2.24,clear sky
370,ayan,RU,2020-11-11 00:44:57,56.45,138.17,22.71,81,100,3.04,overcast clouds
371,nome,US,2020-11-11 00:44:57,64.5,-165.41,35.6,96,90,11.41,mist
372,bac lieu,VN,2020-11-11 00:44:57,9.29,105.72,76.05,80,100,9.35,overcast clouds
373,osoyoos,CA,2020-11-11 00:44:57,49.03,-119.45,39.2,80,52,2.24,broken clouds
374,kahului,US,2020-11-11 00:44:58,20.89,-156.47,86.0,51,40,23.04,scattered clouds
375,portland,US,2020-11-11 00:42:42,45.52,-122.68,48.99,83,100,1.01,overcast clouds
376,lakselv,NO,2020-11-11 00:44:58,70.05,24.97,28.4,74,99,8.05,overcast clouds
377,sistranda,NO,2020-11-11 00:44:58,63.73,8.83,42.8,93,40,12.75,scattered clouds
378,parral,MX,2020-11-11 00:43:29,26.93,-105.67,57.54,35,0,1.16,clear sky
379,birjand,IR,2020-11-11 00:44:58,32.87,59.22,46.56,55,0,4.83,clear sky
380,fortuna,US,2020-11-11 00:44:59,40.6,-124.16,51.01,87,20,8.05,few clouds
381,ilulissat,GL,2020-11-11 00:44:59,69.22,-51.1,5.58,93,75,1.1,broken clouds
382,komsomolskiy,UZ,2020-11-11 00:44:59,40.43,71.72,35.6,67,54,1.34,mist
383,dunedin,NZ,2020-11-11 00:44:59,-45.87,170.5,58.48,61,2,5.32,clear sky
384,lazaro cardenas,MX,2020-11-11 00:44:59,17.96,-102.2,77.79,77,64,3.0,broken clouds
385,lawton,US,2020-11-11 00:44:59,34.61,-98.39,55.4,37,1,4.7,haze
386,mitzic,GA,2020-11-11 00:45:00,0.78,11.55,66.56,97,1,1.63,clear sky
387,acari,PE,2020-11-11 00:45:00,-15.43,-74.62,65.08,69,9,2.82,clear sky
388,palana,RU,2020-11-11 00:45:00,59.12,159.97,19.13,96,100,9.89,overcast clouds
389,lublin,PL,2020-11-11 00:45:00,51.0,23.0,42.8,93,90,6.93,overcast clouds
390,sulangan,PH,2020-11-11 00:42:00,11.14,123.72,82.76,75,100,17.94,light rain
391,sirnak,TR,2020-11-11 00:45:01,37.52,42.46,46.81,82,10,1.48,clear sky
392,worland,US,2020-11-11 00:45:01,44.02,-107.96,34.0,47,90,0.18,overcast clouds
393,maniitsoq,GL,2020-11-11 00:45:01,65.42,-52.9,18.7,94,100,4.32,overcast clouds
394,lahij,YE,2020-11-11 00:45:01,13.17,44.58,70.66,64,0,2.21,clear sky
395,port hardy,CA,2020-11-11 00:42:07,50.7,-127.42,46.4,93,40,2.24,scattered clouds
396,nemuro,JP,2020-11-11 00:40:21,43.32,145.57,33.8,64,75,6.93,broken clouds
397,groningen,NL,2020-11-11 00:42:59,53.25,6.75,45.0,100,90,3.36,mist
398,yulara,AU,2020-11-11 00:45:03,-25.24,130.99,82.4,15,0,12.75,clear sky
399,ofaqim,IL,2020-11-11 00:45:04,31.31,34.62,64.0,78,0,0.45,clear sky
400,xai-xai,MZ,2020-11-11 00:45:04,-25.05,33.64,73.31,87,98,10.92,light rain
401,santa maria,BR,2020-11-11 00:45:05,-29.68,-53.81,73.4,64,0,1.12,clear sky
402,teya,RU,2020-11-11 00:45:05,60.38,92.63,25.09,94,99,10.16,overcast clouds
403,hit,IQ,2020-11-11 00:45:05,33.64,42.83,64.65,75,0,3.27,clear sky
404,gizo,SB,2020-11-11 00:45:07,-8.1,156.84,84.0,72,99,4.56,light rain
405,guarapari,BR,2020-11-11 00:45:07,-20.67,-40.5,77.0,83,20,8.05,few clouds
406,brewster,US,2020-11-11 00:43:31,41.4,-73.62,63.0,82,1,4.7,clear sky
407,cayenne,GF,2020-11-11 00:44:07,4.93,-52.33,77.0,100,20,6.82,few clouds
408,moree,AU,2020-11-11 00:45:07,-29.47,149.85,78.8,36,99,17.22,overcast clouds
409,chokurdakh,RU,2020-11-11 00:45:08,70.63,147.92,-6.65,93,91,2.04,overcast clouds
410,sorland,NO,2020-11-11 00:45:08,67.67,12.69,47.97,99,100,10.71,overcast clouds
411,sahuaripa,MX,2020-11-11 00:45:09,29.05,-109.23,61.2,35,0,2.71,clear sky
412,udalguri,IN,2020-11-11 00:45:10,26.77,92.13,63.27,69,0,4.65,clear sky
413,nishihara,JP,2020-11-11 00:45:10,26.18,127.76,73.4,73,90,6.93,overcast clouds
414,teahupoo,PF,2020-11-11 00:41:51,-17.83,-149.27,73.4,88,75,8.05,light rain
415,trat,TH,2020-11-11 00:45:11,12.5,102.5,69.55,82,100,7.47,overcast clouds
416,codrington,AU,2020-11-11 00:45:11,-38.27,141.97,69.85,84,100,13.33,light rain
417,zlynka,RU,2020-11-11 00:45:12,52.43,31.74,37.4,93,90,4.47,overcast clouds
418,morrope,PE,2020-11-11 00:45:12,-6.54,-80.01,66.2,72,0,11.41,clear sky
419,boromo,BF,2020-11-11 00:45:13,11.75,-2.93,74.95,22,0,3.69,clear sky
420,talnakh,RU,2020-11-11 00:45:13,69.49,88.4,5.0,92,40,6.71,light snow
421,muros,ES,2020-11-11 00:45:13,42.78,-9.06,48.99,87,0,8.05,clear sky
422,nizhniy kuranakh,RU,2020-11-11 00:45:14,58.84,125.49,30.4,97,96,3.44,overcast clouds
423,saurimo,AO,2020-11-11 00:45:14,-9.66,20.39,64.78,98,99,5.86,light rain
424,batagay-alyta,RU,2020-11-11 00:45:14,67.8,130.41,-12.1,87,96,2.39,overcast clouds
425,along,IN,2020-11-11 00:45:15,28.17,94.77,58.93,58,0,1.72,clear sky
426,tamworth,GB,2020-11-11 00:45:15,52.63,-1.7,48.0,100,0,5.82,clear sky
427,russellville,US,2020-11-11 00:41:53,35.28,-93.13,62.6,72,90,10.29,overcast clouds
428,kungurtug,RU,2020-11-11 00:45:16,50.6,97.52,19.92,92,49,3.44,scattered clouds
429,buala,SB,2020-11-11 00:45:16,-8.14,159.59,87.08,67,86,6.02,overcast clouds
430,maun,BW,2020-11-11 00:45:17,-19.98,23.42,78.8,57,0,5.82,clear sky
431,homer,US,2020-11-11 00:40:40,59.64,-151.55,45.0,65,90,14.99,overcast clouds
432,leh,IN,2020-11-11 00:45:17,34.17,77.58,28.6,69,60,3.06,broken clouds
433,kupang,ID,2020-11-11 00:45:17,-10.17,123.58,89.6,59,40,8.05,scattered clouds
434,takoradi,GH,2020-11-11 00:45:18,4.88,-1.76,78.24,86,71,5.93,moderate rain
435,markova,UA,2020-11-11 00:45:18,48.68,24.41,37.24,91,87,1.59,overcast clouds
436,petropavlovsk-kamchatskiy,RU,2020-11-11 00:45:18,53.05,158.65,23.0,62,81,4.47,broken clouds
437,karratha,AU,2020-11-11 00:45:19,-20.74,116.85,86.5,15,0,7.29,clear sky
438,havelock,US,2020-11-11 00:45:19,34.88,-76.9,72.0,94,1,3.36,clear sky
439,buchanan,LR,2020-11-11 00:45:19,5.88,-10.05,78.24,84,100,3.8,light rain
440,galdar,ES,2020-11-11 00:45:19,28.15,-15.65,69.8,77,75,11.41,broken clouds
441,pervomayskaya,RU,2020-11-11 00:45:20,43.4,45.53,46.4,70,90,6.71,overcast clouds
442,aklavik,CA,2020-11-11 00:45:20,68.22,-135.01,-9.4,83,75,5.82,broken clouds
443,akdepe,TM,2020-11-11 00:45:21,42.06,59.38,44.6,80,0,6.93,clear sky
444,egvekinot,RU,2020-11-11 00:45:21,66.32,-179.17,17.6,94,95,14.38,overcast clouds
445,nouadhibou,MR,2020-11-11 00:45:21,20.93,-17.03,73.4,60,0,12.75,clear sky
446,haveli,PK,2020-11-11 00:45:22,30.45,73.7,58.69,33,0,3.18,clear sky
447,bengkulu,ID,2020-11-11 00:45:22,-3.8,102.27,79.32,79,76,2.71,broken clouds
448,padang,ID,2020-11-11 00:45:23,-0.95,100.35,82.2,68,91,2.33,overcast clouds
449,cabangahan,PH,2020-11-11 00:45:23,9.08,122.95,86.0,70,75,6.93,shower rain
450,akom,CM,2020-11-11 00:45:23,2.67,12.71,66.85,95,3,1.45,clear sky
451,nouakchott,MR,2020-11-11 00:45:23,18.09,-15.98,75.2,44,0,5.82,clear sky
452,gallup,US,2020-11-11 00:45:23,35.53,-108.74,37.4,64,1,8.05,clear sky
453,la primavera,CO,2020-11-11 00:45:24,5.49,-70.41,77.92,81,87,1.72,overcast clouds
454,grajau,BR,2020-11-11 00:45:24,-5.82,-46.14,79.81,71,85,4.05,overcast clouds
455,doume,CM,2020-11-11 00:45:25,4.23,13.45,67.93,85,1,1.88,clear sky
456,hualmay,PE,2020-11-11 00:45:25,-11.1,-77.61,61.79,87,15,4.09,few clouds
457,tanete,ID,2020-11-11 00:45:25,-3.94,119.78,89.98,52,95,4.12,overcast clouds
458,tall kayf,TR,2020-11-11 00:45:26,37.08,41.07,55.4,82,75,9.17,broken clouds
459,harper,LR,2020-11-11 00:45:26,4.38,-7.72,78.12,88,100,8.1,light rain
460,port macquarie,AU,2020-11-11 00:45:27,-31.43,152.92,82.99,41,0,12.91,clear sky
461,rovaniemi,FI,2020-11-11 00:45:27,66.5,25.72,24.8,85,0,2.24,clear sky
462,moyale,KE,2020-11-11 00:45:27,3.52,39.06,66.13,78,30,5.44,scattered clouds
463,northam,GB,2020-11-11 00:45:28,51.03,-4.22,53.01,93,100,5.99,overcast clouds
464,copiapo,CL,2020-11-11 00:44:01,-27.37,-70.33,57.2,82,0,11.41,clear sky
465,porgera,PG,2020-11-11 00:45:28,-5.47,143.2,50.67,100,67,2.75,moderate rain
466,yerbogachen,RU,2020-11-11 00:41:51,61.28,108.01,26.85,98,100,6.26,overcast clouds
467,pisco,PE,2020-11-11 00:45:28,-13.7,-76.22,66.2,82,90,12.75,overcast clouds
468,lima,PE,2020-11-11 00:42:41,-12.04,-77.03,66.2,72,0,6.93,clear sky
469,santa cruz,BO,2020-11-11 00:45:29,-17.8,-63.17,77.0,83,75,8.05,broken clouds
470,grand gaube,MU,2020-11-11 00:45:29,-20.01,57.66,72.0,79,19,5.01,few clouds
471,klaksvik,FO,2020-11-11 00:45:29,62.23,-6.59,50.0,93,100,25.28,light rain
472,koutsouras,GR,2020-11-11 00:45:30,35.03,25.95,64.0,81,100,5.99,overcast clouds
473,ulaangom,MN,2020-11-11 00:45:30,49.98,92.07,21.88,91,0,1.7,clear sky
474,hunchun,CN,2020-11-11 00:45:30,42.87,130.36,40.12,63,0,0.65,clear sky
475,tucuman,AR,2020-11-11 00:45:31,-26.82,-65.22,73.4,88,90,3.36,overcast clouds
476,san rafael,AR,2020-11-11 00:45:31,-34.62,-68.33,69.13,55,8,2.04,moderate rain
477,kyzyl-suu,KG,2020-11-11 00:45:31,42.34,78.01,39.63,60,100,6.87,overcast clouds
478,raga,SS,2020-11-11 00:45:32,8.46,25.68,72.73,41,22,0.92,few clouds
479,katima mulilo,NA,2020-11-11 00:45:33,-17.5,24.27,71.6,83,92,6.93,overcast clouds
480,mecca,SA,2020-11-11 00:45:34,21.43,39.83,76.42,78,0,5.3,clear sky
481,umm kaddadah,SD,2020-11-11 00:45:35,13.6,26.69,72.73,25,26,16.93,scattered clouds
482,menongue,AO,2020-11-11 00:45:35,-14.66,17.69,64.13,83,100,6.98,overcast clouds
483,lewiston,US,2020-11-11 00:45:35,44.1,-70.21,57.99,87,1,5.21,clear sky
484,visnes,NO,2020-11-11 00:45:36,59.36,5.22,50.0,81,97,11.41,overcast clouds
485,san carlos,VE,2020-11-11 00:45:37,9.66,-68.58,75.45,91,89,2.33,overcast clouds
486,velingara,SN,2020-11-11 00:45:37,13.15,-14.12,78.21,39,0,2.59,clear sky
487,babstovo,RU,2020-11-11 00:45:38,48.12,132.48,22.96,87,66,5.23,broken clouds
488,damara,CF,2020-11-11 00:45:38,4.96,18.7,73.4,94,20,2.46,few clouds
489,jambi,ID,2020-11-11 00:45:38,-1.6,103.62,78.26,88,100,2.89,light rain
490,tselinnoye,RU,2020-11-11 00:45:39,53.08,85.67,30.18,93,100,7.09,overcast clouds
491,altamirano,MX,2020-11-11 00:45:39,16.88,-92.15,55.62,94,69,2.44,broken clouds
492,dudinka,RU,2020-11-11 00:45:39,69.41,86.18,5.0,92,40,6.71,light snow
493,palestina,PS,2020-11-11 00:45:12,31.92,35.2,64.0,88,0,3.36,clear sky
494,itarema,BR,2020-11-11 00:45:40,-2.92,-39.92,81.19,76,15,15.86,few clouds
495,anekal,IN,2020-11-11 00:45:40,12.7,77.7,62.6,93,20,6.33,mist
496,yaan,NG,2020-11-11 00:45:40,7.38,8.57,75.09,75,35,6.67,scattered clouds
497,oistins,BB,2020-11-11 00:45:41,13.07,-59.53,78.8,78,20,9.17,shower rain
498,popondetta,PG,2020-11-11 00:45:41,-8.75,148.25,90.61,55,83,4.38,light rain
499,batticaloa,LK,2020-11-11 00:45:41,7.71,81.69,77.43,89,71,6.62,broken clouds
500,hadishahr,AZ,2020-11-11 00:45:42,38.84,45.66,46.4,75,75,6.93,broken clouds
501,zenzeli,RU,2020-11-11 00:43:18,45.92,47.05,34.81,82,0,8.63,clear sky
502,ecatepec,MX,2020-11-11 00:42:28,19.6,-99.05,77.0,17,5,4.7,clear sky
503,sembakung,ID,2020-11-11 00:45:43,3.82,117.25,80.06,90,100,1.7,overcast clouds
504,upata,VE,2020-11-11 00:45:43,8.01,-62.4,82.0,73,15,1.01,few clouds
505,tabory,RU,2020-11-11 00:45:43,58.52,64.55,24.33,93,77,6.44,broken clouds
506,correntina,BR,2020-11-11 00:45:44,-13.34,-44.64,71.91,55,18,4.05,few clouds
507,iranshahr,IR,2020-11-11 00:45:44,27.2,60.68,62.6,25,0,6.93,clear sky
508,dayong,CN,2020-11-11 00:45:45,25.02,118.29,68.0,52,0,17.9,clear sky
509,sao luiz gonzaga,BR,2020-11-11 00:45:45,-28.41,-54.96,68.52,85,100,10.58,overcast clouds
510,emirdag,TR,2020-11-11 00:45:45,39.02,31.15,42.3,87,0,2.59,clear sky
511,kisangani,CD,2020-11-11 00:45:46,0.52,25.2,69.51,93,100,1.95,overcast clouds
512,ukiah,US,2020-11-11 00:45:20,39.15,-123.21,62.6,51,1,4.7,clear sky
513,tigaon,PH,2020-11-11 00:45:47,13.63,123.5,77.27,91,100,19.22,heavy intensity rain
514,zaragoza,ES,2020-11-11 00:45:47,41.66,-0.88,48.99,93,0,3.36,clear sky
515,surin,TH,2020-11-11 00:45:47,14.88,103.49,71.01,99,93,17.31,overcast clouds
516,lewisporte,CA,2020-11-11 00:45:48,49.25,-55.05,55.99,76,40,24.16,scattered clouds
517,jacareacanga,BR,2020-11-11 00:45:48,-6.22,-57.75,73.76,88,20,1.99,few clouds
518,san quintin,MX,2020-11-11 00:45:48,30.48,-115.95,61.11,54,0,12.12,clear sky
519,qianguo,CN,2020-11-11 00:45:49,45.12,124.86,42.62,67,0,14.32,clear sky
520,korla,CN,2020-11-11 00:45:49,41.76,86.15,36.41,68,0,4.5,clear sky
521,atar,MR,2020-11-11 00:45:49,20.52,-13.05,81.9,16,0,6.53,clear sky
522,the valley,AI,2020-11-11 00:45:49,18.22,-63.06,77.0,94,40,8.05,scattered clouds
523,adrar,MR,2020-11-11 00:45:50,20.5,-10.07,78.24,18,0,6.55,clear sky
524,bernardino de campos,BR,2020-11-11 00:45:50,-23.01,-49.47,68.77,86,100,4.05,overcast clouds
525,yueyang,CN,2020-11-11 00:45:51,29.33,113.09,61.32,53,0,1.97,clear sky
526,canto do buriti,BR,2020-11-11 00:45:51,-8.11,-42.94,77.83,58,0,2.71,clear sky
527,asosa,ET,2020-11-11 00:45:52,10.07,34.53,63.25,61,0,2.95,clear sky
528,camacupa,AO,2020-11-11 00:45:52,-12.02,17.48,61.81,94,100,5.17,overcast clouds
529,jutai,BR,2020-11-11 00:45:52,-5.18,-68.9,73.78,98,100,1.99,moderate rain
530,tansen,NP,2020-11-11 00:45:52,27.87,83.55,50.4,69,0,4.45,clear sky
531,suntar,RU,2020-11-11 00:45:53,62.14,117.63,28.67,96,98,6.82,overcast clouds
532,chenghai,CN,2020-11-11 00:45:53,23.46,116.77,66.2,63,0,2.24,clear sky
533,saint anthony,US,2020-11-11 00:43:58,45.02,-93.22,28.4,86,90,13.87,snow
534,abasolo,MX,2020-11-11 00:45:53,20.45,-101.52,78.8,21,40,4.7,scattered clouds
535,stutterheim,ZA,2020-11-11 00:45:54,-32.57,27.42,51.22,97,100,3.06,overcast clouds
536,goure,NE,2020-11-11 00:45:54,13.98,10.27,73.0,32,0,8.99,clear sky
537,ostersund,SE,2020-11-11 00:45:54,63.18,14.64,30.2,100,90,4.7,overcast clouds
538,arcachon,FR,2020-11-11 00:45:54,44.59,-1.05,46.4,100,90,1.12,fog
539,tilichiki,RU,2020-11-11 00:45:55,60.47,166.1,12.4,92,91,6.55,overcast clouds
540,ingham,US,2020-11-11 00:45:55,42.6,-84.38,71.6,64,75,8.05,broken clouds
541,raton,US,2020-11-11 00:45:55,36.9,-104.44,42.8,15,1,17.22,clear sky
542,bubaque,GW,2020-11-11 00:45:55,11.28,-15.83,83.08,79,0,12.77,clear sky
543,pundaguitan,PH,2020-11-11 00:45:56,6.37,126.17,83.12,72,75,4.25,broken clouds
544,yeniseysk,RU,2020-11-11 00:45:56,58.45,92.17,29.26,96,100,9.75,overcast clouds
545,kloulklubed,PW,2020-11-11 00:45:56,7.04,134.26,82.4,78,75,4.7,light intensity shower rain
546,raudeberg,NO,2020-11-11 00:45:56,61.99,5.14,48.2,87,93,9.17,overcast clouds
547,huaraz,PE,2020-11-11 00:45:56,-9.53,-77.53,54.46,59,100,4.52,overcast clouds
548,likasi,CD,2020-11-11 00:45:57,-10.98,26.73,66.47,70,100,1.86,light rain
549,namibe,AO,2020-11-11 00:45:57,-15.2,12.15,73.36,80,41,4.36,scattered clouds
550,emet,TR,2020-11-11 00:45:58,39.34,29.26,41.49,88,9,4.83,clear sky
