City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
314,nishihara,JP,2020-11-09 22:30:13,26.18,127.76,69.8,60,75,9.17
315,mangan,IN,2020-11-09 22:33:16,27.52,88.53,62.02,30,0,7.45
316,thompson,CA,2020-11-09 22:33:17,55.74,-97.86,17.6,92,40,13.87
317,zhaotong,CN,2020-11-09 22:33:17,27.32,103.72,45.5,84,0,2.04
318,vestmannaeyjar,IS,2020-11-09 22:24:30,63.44,-20.27,46.13,90,100,22.73
319,marondera,ZW,2020-11-09 22:33:17,-18.19,31.55,67.64,54,59,7.11
320,saint george,US,2020-11-09 22:20:54,37.1,-113.58,48.0,50,75,9.08
321,sambava,MG,2020-11-09 22:25:32,-14.27,50.17,72.61,89,17,10.16
322,makinsk,KZ,2020-11-09 22:33:18,52.63,70.42,29.12,87,57,22.37
323,ventspils,LV,2020-11-09 22:33:18,57.39,21.56,46.4,87,90,5.17
324,ati,TD,2020-11-09 22:33:18,13.22,18.34,79.7,26,0,11.59
325,erzin,TR,2020-11-09 22:33:18,36.96,36.2,64.99,58,36,10.0
326,rio gallegos,AR,2020-11-09 22:33:18,-51.62,-69.22,62.6,48,40,19.46
327,salalah,OM,2020-11-09 22:25:21,17.02,54.09,75.2,57,0,4.7
328,nago,JP,2020-11-09 22:33:19,26.59,127.98,68.0,68,75,6.93
329,samarai,PG,2020-11-09 22:25:52,-10.62,150.67,80.04,83,98,13.85
330,alyangula,AU,2020-11-09 22:33:19,-13.85,136.42,84.2,79,31,1.12
331,pemangkat,ID,2020-11-09 22:33:19,1.17,108.97,77.54,86,98,6.67
332,ancud,CL,2020-11-09 22:25:18,-41.87,-73.82,66.99,52,9,16.11
333,cockburn town,TC,2020-11-09 22:25:09,21.46,-71.14,80.6,83,40,11.41
334,kruisfontein,ZA,2020-11-09 22:25:53,-34.0,24.73,52.0,84,0,7.34
335,lokosovo,RU,2020-11-09 22:33:20,61.13,74.82,27.03,99,100,5.66
336,kathmandu,NP,2020-11-09 22:31:18,27.72,85.32,50.0,93,20,3.36
337,xai-xai,MZ,2020-11-09 22:33:21,-25.05,33.64,76.5,81,90,16.06
338,uvira,CD,2020-11-09 22:33:21,-3.41,29.15,74.01,62,95,5.66
339,maragogi,BR,2020-11-09 22:33:21,-9.01,-35.22,76.89,84,24,13.0
340,aksarka,RU,2020-11-09 22:25:46,66.56,67.8,11.34,96,99,4.07
341,luangwa,ZM,2020-11-09 22:33:21,-15.62,30.42,83.61,29,18,1.79
342,chiredzi,ZW,2020-11-09 22:33:21,-21.05,31.67,79.0,50,0,6.29
343,sivaki,RU,2020-11-09 22:33:21,52.63,126.75,0.18,91,53,1.57
344,itarema,BR,2020-11-09 22:25:16,-2.92,-39.92,80.96,76,23,16.11
345,toda raisingh,IN,2020-11-09 22:33:22,26.03,75.48,60.87,32,0,3.53
346,te anau,NZ,2020-11-09 22:21:34,-45.42,167.72,56.44,58,45,1.92
347,palana,RU,2020-11-09 22:33:22,59.12,159.97,18.27,95,67,3.36
348,morros,BR,2020-11-09 22:33:22,-9.45,-46.3,78.55,56,53,6.31
349,denpasar,ID,2020-11-09 22:33:22,-8.65,115.22,78.8,83,40,3.36
350,honavar,IN,2020-11-09 22:33:23,14.28,74.45,71.01,49,55,8.75
351,arawa,PG,2020-11-09 22:33:23,-6.21,155.54,86.54,62,89,3.2
352,coihaique,CL,2020-11-09 22:33:23,-45.58,-72.07,66.2,42,0,6.93
353,belaya gora,RU,2020-11-09 22:33:23,68.53,146.42,-22.04,88,57,1.01
354,kutum,SD,2020-11-09 22:33:23,14.2,24.67,65.79,35,63,8.59
355,behshahr,IR,2020-11-09 22:33:23,36.69,53.55,57.45,47,51,6.44
356,aswan,EG,2020-11-09 22:26:05,24.09,32.91,67.69,41,0,10.11
357,sibutad,PH,2020-11-09 22:33:24,8.61,123.48,79.12,81,16,4.16
358,hualmay,PE,2020-11-09 22:25:19,-11.1,-77.61,66.61,72,79,8.59
359,ribeira brava,PT,2020-11-09 22:33:24,32.65,-17.07,64.4,68,40,6.93
360,altay,CN,2020-11-09 22:33:24,47.87,88.12,26.65,85,24,3.76
361,bambanglipuro,ID,2020-11-09 22:33:25,-7.95,110.28,78.89,84,99,5.66
362,nicoya,CR,2020-11-09 22:30:04,10.15,-85.45,80.6,83,20,11.41
363,kushima,JP,2020-11-09 22:33:25,31.46,131.23,46.4,81,40,6.93
364,burnie,AU,2020-11-09 22:24:40,-41.07,145.92,61.0,66,96,5.99
365,oktyabrskoye,RU,2020-11-09 22:33:25,43.06,44.74,28.4,92,0,4.47
366,sakakah,SA,2020-11-09 22:33:26,29.97,40.21,64.4,82,0,11.41
367,hargeysa,SO,2020-11-09 22:33:26,9.56,44.06,63.61,85,1,9.86
368,severo-yeniseyskiy,RU,2020-11-09 22:25:57,60.37,93.04,28.33,97,99,13.87
369,serrinha,BR,2020-11-09 22:33:26,-11.66,-39.01,71.56,78,34,10.96
370,gayeri,BF,2020-11-09 22:33:26,12.65,0.49,75.02,21,47,6.02
371,forio,IT,2020-11-09 22:33:27,40.73,13.86,60.8,77,5,3.36
372,madimba,TZ,2020-11-09 22:33:27,-10.4,40.33,77.0,88,20,7.56
373,yerbogachen,RU,2020-11-09 22:33:27,61.28,108.01,30.43,97,100,8.84
374,morgan city,US,2020-11-09 22:33:27,29.7,-91.21,80.6,69,20,8.05
375,alekseyevsk,RU,2020-11-09 22:33:28,57.84,108.35,33.08,95,100,4.25
376,kibala,TD,2020-11-09 22:25:26,9.11,18.35,75.2,78,0,0.96
377,rajnagar,IN,2020-11-09 22:33:28,24.88,79.92,60.22,33,0,2.75
378,tupik,RU,2020-11-09 22:33:28,54.43,119.93,15.46,93,89,1.54
379,pineville,US,2020-11-09 22:33:28,31.32,-92.43,80.6,61,20,10.29
380,namatanai,PG,2020-11-09 22:33:28,-3.67,152.43,84.67,70,87,5.48
381,parrita,CR,2020-11-09 22:31:40,9.52,-84.32,73.4,83,40,9.17
382,talnakh,RU,2020-11-09 22:23:55,69.49,88.4,8.6,92,40,6.71
383,kajaani,FI,2020-11-09 22:33:29,64.23,27.73,33.8,69,0,9.17
384,thinadhoo,MV,2020-11-09 22:33:29,0.53,72.93,83.52,73,65,10.87
385,puro,PH,2020-11-09 22:25:53,12.48,123.38,79.75,82,78,5.35
386,sinnamary,GF,2020-11-09 22:25:56,5.38,-52.95,79.84,81,4,8.86
387,biak,ID,2020-11-09 22:33:30,-0.91,122.88,79.81,67,95,3.22
388,north bend,US,2020-11-09 22:33:30,43.41,-124.22,51.8,57,90,6.93
389,pacific grove,US,2020-11-09 22:21:01,36.62,-121.92,57.2,24,1,3.36
390,kholm,RU,2020-11-09 22:33:30,59.27,32.85,34.79,89,0,8.5
391,inhapim,BR,2020-11-09 22:33:30,-19.55,-42.12,72.25,89,81,3.62
392,qaqortoq,GL,2020-11-09 22:25:57,60.72,-46.03,24.84,94,55,0.76
393,kuching,MY,2020-11-09 22:33:31,1.55,110.33,73.4,100,20,2.75
394,pedasi,PA,2020-11-09 22:33:31,7.53,-80.03,78.89,86,61,13.65
395,manggar,ID,2020-11-09 22:24:06,-2.88,108.27,80.2,78,100,5.19
396,katobu,ID,2020-11-09 22:33:31,-4.94,122.53,79.93,79,51,2.86
397,cooma,AU,2020-11-09 22:33:31,-36.23,149.13,59.0,77,0,8.05
398,waingapu,ID,2020-11-09 22:24:04,-9.66,120.26,80.31,71,99,2.91
399,saurimo,AO,2020-11-09 22:33:32,-9.66,20.39,63.3,91,100,5.08
400,lianzhou,CN,2020-11-09 22:33:32,24.78,112.38,51.6,64,0,3.36
401,koutiala,ML,2020-11-09 22:33:32,12.39,-5.46,76.55,19,0,7.18
402,ottawa,CA,2020-11-09 22:31:22,45.41,-75.7,66.2,59,40,6.93
403,brae,GB,2020-11-09 22:33:32,60.4,-1.35,51.8,100,100,11.41
404,turukhansk,RU,2020-11-09 22:23:51,65.82,87.98,18.99,98,100,4.68
405,tromso,NO,2020-11-09 22:28:53,69.65,18.96,37.4,64,75,31.09
406,guerrero negro,MX,2020-11-09 22:33:33,27.98,-114.06,66.63,48,19,15.84
407,katherine,AU,2020-11-09 22:33:33,-14.47,132.27,84.2,66,55,5.82
408,petropavlovsk-kamchatskiy,RU,2020-11-09 22:25:53,53.05,158.65,24.8,62,100,11.18
409,kieta,PG,2020-11-09 22:24:04,-6.22,155.63,83.32,71,95,3.6
410,ballina,AU,2020-11-09 22:33:33,-28.87,153.57,68.0,72,90,6.93
411,gomfoi,GR,2020-11-09 22:33:33,39.46,21.69,51.8,81,75,0.89
412,teseney,ER,2020-11-09 22:33:33,15.11,36.66,79.75,48,33,5.77
413,lamu,KE,2020-11-09 22:33:34,-2.27,40.9,75.2,94,40,9.31
414,lardos,GR,2020-11-09 22:33:34,36.09,28.02,72.0,64,40,2.24
415,batemans bay,AU,2020-11-09 22:33:34,-35.72,150.18,66.0,74,3,7.0
416,sistranda,NO,2020-11-09 22:23:53,63.73,8.83,44.6,87,75,14.99
417,kawalu,ID,2020-11-09 22:25:51,-7.38,108.21,71.29,92,93,0.45
418,mendeleyevsk,RU,2020-11-09 22:33:34,55.91,52.29,32.0,97,90,17.9
419,kesinga,IN,2020-11-09 22:33:34,20.2,83.23,58.66,76,0,0.54
420,buenos aires,AR,2020-11-09 22:31:48,-34.61,-58.38,69.01,72,75,16.11
421,yagoua,CM,2020-11-09 22:33:35,10.34,15.23,74.28,32,0,8.23
422,chibuto,MZ,2020-11-09 22:33:35,-24.69,33.53,76.39,75,89,15.08
423,merauke,ID,2020-11-09 22:25:25,-8.47,140.33,81.16,77,98,11.9
424,manzhouli,CN,2020-11-09 22:33:35,49.6,117.43,25.25,91,0,3.33
425,price,US,2020-11-09 22:33:36,39.6,-110.81,33.8,69,75,5.82
426,dabhoi,IN,2020-11-09 22:33:36,22.18,73.43,67.53,32,0,5.3
427,xanlar,AZ,2020-11-09 22:33:36,40.59,46.32,44.6,81,40,6.93
428,yarim,YE,2020-11-09 22:33:36,14.3,44.38,50.02,49,0,5.68
429,maceio,BR,2020-11-09 22:21:28,-9.67,-35.74,77.0,88,40,9.17
430,boissevain,CA,2020-11-09 22:33:37,49.23,-100.06,17.01,72,90,19.46
431,lagdo,CM,2020-11-09 22:33:37,9.05,13.73,76.62,36,1,1.3
432,nabire,ID,2020-11-09 22:24:47,-3.37,135.48,78.69,81,75,3.2
433,saint-leu,RE,2020-11-09 22:33:37,-21.15,55.28,71.6,68,0,6.93
434,mattawa,US,2020-11-09 22:33:37,46.74,-119.9,42.8,44,75,6.93
435,goderich,CA,2020-11-09 22:33:38,43.75,-81.72,69.8,46,0,8.05
436,nemuro,JP,2020-11-09 22:33:38,43.32,145.57,36.84,85,65,13.24
437,san carlos de bariloche,AR,2020-11-09 22:24:42,-41.15,-71.31,69.8,37,20,14.99
438,inta,RU,2020-11-09 22:24:27,66.03,60.17,18.7,97,96,6.87
439,bozeman,US,2020-11-09 22:24:49,45.68,-111.04,19.4,57,1,3.06
440,bonavista,CA,2020-11-09 22:33:38,48.65,-53.11,39.0,80,98,6.93
441,nagato,JP,2020-11-09 22:33:39,34.38,131.2,55.4,70,75,2.24
442,pisco,PE,2020-11-09 22:25:31,-13.7,-76.22,68.0,77,20,14.99
443,tambovka,RU,2020-11-09 22:33:39,50.1,128.05,-4.0,83,20,2.35
444,kiama,AU,2020-11-09 22:33:39,-34.68,150.87,68.0,57,0,9.89
445,dillon,US,2020-11-09 22:33:39,34.42,-79.37,71.6,88,75,4.7
446,flinders,AU,2020-11-09 22:26:02,-34.58,150.86,68.0,70,0,4.0
447,alofi,NU,2020-11-09 22:33:40,-19.06,-169.92,80.6,69,40,14.99
448,kefamenanu,ID,2020-11-09 22:33:40,-9.45,124.48,78.51,70,100,2.1
449,bonthe,SL,2020-11-09 22:33:40,7.53,-12.51,78.76,81,42,2.95
450,yaan,NG,2020-11-09 22:33:40,7.38,8.57,77.4,43,84,3.18
451,nuuk,GL,2020-11-09 22:33:41,64.18,-51.72,11.73,87,83,8.19
452,qeshm,IR,2020-11-09 22:24:29,26.96,56.27,75.2,88,0,2.24
453,rio tinto,PT,2020-11-09 22:31:34,41.18,-8.56,55.0,100,0,1.12
454,boyuibe,BO,2020-11-09 22:33:41,-20.42,-63.28,87.8,38,90,4.52
455,tambura,SS,2020-11-09 22:33:41,5.6,27.47,71.1,75,71,1.41
456,cabedelo,BR,2020-11-09 22:22:54,-6.98,-34.83,78.8,88,75,11.41
457,taoudenni,ML,2020-11-09 22:23:08,22.68,-3.98,81.19,16,0,9.44
458,shache,CN,2020-11-09 22:25:44,38.42,77.24,33.04,83,61,0.51
459,wegorzewo,PL,2020-11-09 22:33:42,54.22,21.74,43.3,82,57,2.84
460,kandrian,PG,2020-11-09 22:33:42,-6.22,149.55,77.38,90,100,7.34
461,banda aceh,ID,2020-11-09 22:33:42,5.56,95.32,78.12,79,41,5.48
462,challapata,BO,2020-11-09 22:33:42,-18.9,-66.77,60.96,28,7,8.48
463,sydney,AU,2020-11-09 22:29:09,-33.87,151.21,64.99,59,75,5.82
464,ocean city,US,2020-11-09 22:33:07,39.28,-74.57,66.2,72,1,5.82
465,nagapattinam,IN,2020-11-09 22:33:43,10.77,79.83,75.58,81,65,12.15
466,homer,US,2020-11-09 22:33:43,59.64,-151.55,44.6,56,1,6.93
467,graham,US,2020-11-09 22:33:44,47.05,-122.29,43.0,60,90,6.93
468,ahipara,NZ,2020-11-09 22:33:44,-35.17,173.17,62.78,68,52,14.72
469,varzea da palma,BR,2020-11-09 22:33:44,-17.6,-44.73,77.65,62,52,4.09
470,ixtapa,MX,2020-11-09 22:24:04,20.7,-105.2,84.2,70,20,10.29
471,marsh harbour,BS,2020-11-09 22:33:44,26.54,-77.06,79.54,81,38,24.74
472,marawi,PH,2020-11-09 22:33:45,8.0,124.29,75.0,94,20,3.0
473,santiago de chuco,PE,2020-11-09 22:33:45,-8.15,-78.18,57.54,50,68,2.86
474,grand gaube,MU,2020-11-09 22:33:45,-20.01,57.66,71.6,78,40,9.17
475,lorengau,PG,2020-11-09 22:33:45,-2.02,147.27,82.83,76,56,1.95
476,cap malheureux,MU,2020-11-09 22:25:20,-19.98,57.61,71.6,78,40,9.17
477,mulanje,MW,2020-11-09 22:33:45,-16.03,35.5,79.57,34,61,6.64
478,gamboula,CF,2020-11-09 22:33:46,4.12,15.14,67.08,94,76,1.72
479,dodge city,US,2020-11-09 22:31:18,37.75,-100.02,68.0,63,75,12.57
480,berlevag,NO,2020-11-09 22:33:46,70.86,29.09,39.2,60,75,35.57
481,ruwi,OM,2020-11-09 22:33:46,23.6,58.55,78.8,65,0,5.82
482,bani walid,LY,2020-11-09 22:33:46,31.76,13.99,59.7,71,0,4.97
483,inuvik,CA,2020-11-09 22:20:55,68.35,-133.72,-2.2,84,76,5.82
484,emerald,AU,2020-11-09 22:33:47,-23.53,148.17,73.4,60,54,13.87
485,winnemucca,US,2020-11-09 22:33:48,40.97,-117.74,30.2,63,90,5.79
486,neuquen,AR,2020-11-09 22:24:43,-38.95,-68.06,73.4,43,75,13.87
487,vanimo,PG,2020-11-09 22:24:28,-2.67,141.3,81.45,74,99,3.98
488,manteca,US,2020-11-09 22:32:37,37.8,-121.22,57.2,24,1,3.36
489,teya,RU,2020-11-09 22:25:30,60.38,92.63,31.77,95,100,13.2
490,marystown,CA,2020-11-09 22:33:49,47.17,-55.15,45.0,100,100,11.01
491,helong,CN,2020-11-09 22:33:49,42.54,129.0,19.85,78,0,4.85
492,adiake,CI,2020-11-09 22:33:49,5.29,-3.3,75.2,94,90,8.05
493,orcopampa,PE,2020-11-09 22:33:49,-15.27,-72.34,52.2,43,69,10.54
494,jagalur,IN,2020-11-09 22:33:50,14.53,76.35,62.2,59,0,7.67
495,praia da vitoria,PT,2020-11-09 22:20:37,38.73,-27.07,66.0,77,75,19.86
496,port-gentil,GA,2020-11-09 22:33:50,-0.72,8.78,78.8,88,40,8.05
497,gavrilovka vtoraya,RU,2020-11-09 22:33:51,52.88,42.77,31.98,94,5,13.44
498,chimbote,PE,2020-11-09 22:24:53,-9.09,-78.58,65.23,77,60,9.66
499,smoky lake,CA,2020-11-09 22:33:51,54.12,-112.47,19.4,85,84,8.05
500,suruc,TR,2020-11-09 22:33:51,36.98,38.42,51.8,71,0,10.29
501,coahuayana,MX,2020-11-09 22:33:52,18.73,-103.68,84.2,48,40,11.41
502,tamandare,BR,2020-11-09 22:33:52,-8.76,-35.1,77.31,83,13,12.26
503,santa maria,BR,2020-11-09 22:33:52,-29.68,-53.81,66.06,91,100,8.37
504,laguna,US,2020-11-09 22:32:38,38.42,-121.42,57.0,24,1,4.7
505,alvaraes,BR,2020-11-09 22:33:53,-3.22,-64.8,78.8,94,20,8.05
506,bandar-e lengeh,IR,2020-11-09 22:33:53,26.56,54.88,77.0,61,0,3.53
507,pangnirtung,CA,2020-11-09 22:26:04,66.15,-65.71,12.2,78,40,2.24
508,granard,IE,2020-11-09 22:33:53,53.77,-7.5,47.44,98,1,4.18
509,kembe,CF,2020-11-09 22:33:53,4.62,21.89,69.04,92,77,1.95
510,weatherford,US,2020-11-09 22:33:53,32.76,-97.8,80.6,60,1,13.87
511,kalanchak,UA,2020-11-09 22:33:54,46.26,33.29,48.92,69,100,10.58
512,lata,PT,2020-11-09 22:33:54,40.16,-8.33,59.0,95,0,1.86
513,toora-khem,RU,2020-11-09 22:33:55,52.47,96.11,28.09,97,99,1.9
514,casambalangan,PH,2020-11-09 22:33:55,18.38,122.13,79.02,85,89,13.85
515,canguaretama,BR,2020-11-09 22:33:56,-6.38,-35.13,77.0,88,40,5.82
516,broken hill,AU,2020-11-09 22:24:43,-31.95,141.43,77.0,38,0,12.75
517,bitung,ID,2020-11-09 22:33:56,1.45,125.18,69.8,94,20,2.24
518,springdale,US,2020-11-09 22:31:48,36.19,-94.13,73.4,73,75,17.22
519,mahibadhoo,MV,2020-11-09 22:33:57,3.78,72.97,83.05,77,91,11.18
520,lagoa,PT,2020-11-09 22:33:58,39.05,-27.98,65.32,83,100,14.29
521,inhambane,MZ,2020-11-09 22:33:58,-23.86,35.38,74.97,86,34,8.5
522,tessalit,ML,2020-11-09 22:33:59,20.2,1.01,71.15,23,0,12.84
523,nizhneudinsk,RU,2020-11-09 22:34:00,54.91,99.03,34.27,94,100,3.42
524,baracoa,CU,2020-11-09 22:34:00,20.35,-74.5,79.25,81,46,6.15
525,port blair,IN,2020-11-09 22:24:31,11.67,92.75,80.55,81,18,13.06
526,alice springs,AU,2020-11-09 22:26:06,-23.7,133.88,91.4,11,6,14.99
527,salym,RU,2020-11-09 22:32:14,60.06,71.48,25.27,98,99,7.31
528,entrerrios,CO,2020-11-09 22:34:01,6.57,-75.52,64.4,82,40,6.93
529,poum,NC,2020-11-09 22:34:02,-20.23,164.02,74.53,73,84,9.95
530,namioka,JP,2020-11-09 22:34:03,40.71,140.59,37.99,79,75,16.11
531,uyemskiy,RU,2020-11-09 22:34:03,64.47,40.85,32.0,94,40,6.71
532,ratho,GB,2020-11-09 22:34:03,55.92,-3.38,48.2,100,90,1.12
533,pasni,PK,2020-11-09 22:24:37,25.26,63.47,75.27,77,0,8.34
534,vila do maio,CV,2020-11-09 22:34:04,15.13,-23.22,78.8,78,0,14.99
535,bubaque,GW,2020-11-09 22:34:04,11.28,-15.83,82.62,79,0,11.77
536,half moon bay,US,2020-11-09 22:33:28,37.46,-122.43,57.99,41,1,10.29
537,conakry,GN,2020-11-09 22:33:18,9.54,-13.68,81.41,79,0,4.47
538,dera bugti,PK,2020-11-09 22:30:33,29.03,69.15,61.11,31,0,2.06
539,namibe,AO,2020-11-09 22:34:05,-15.2,12.15,70.3,74,3,7.45
540,zaranj,AF,2020-11-09 22:34:05,30.97,61.88,59.0,51,0,21.92
541,kuah,MY,2020-11-09 22:33:35,6.33,99.84,78.8,83,20,3.36
542,sibolga,ID,2020-11-09 22:34:07,1.74,98.78,76.77,81,92,4.41
543,pimenta bueno,BR,2020-11-09 22:25:34,-11.67,-61.19,77.34,81,98,3.56
544,raglan,NZ,2020-11-09 22:34:07,-37.8,174.88,64.99,76,13,11.99
545,jibuti,DJ,2020-11-09 22:34:07,11.5,42.5,80.6,78,1,5.82
546,miguel hidalgo,MX,2020-11-09 22:31:47,19.42,-99.2,77.0,20,40,4.7
547,longhua,CN,2020-11-09 22:34:08,23.61,114.19,59.81,51,83,3.29
548,katsuura,JP,2020-11-09 22:25:19,35.13,140.3,53.6,54,20,5.82
549,jalu,LY,2020-11-09 22:34:09,29.03,21.55,60.46,73,0,7.92
550,benghazi,LY,2020-11-09 22:34:09,32.12,20.07,67.23,66,31,6.67
551,camacha,PT,2020-11-09 22:23:10,33.08,-16.33,64.4,72,40,4.7
552,manzanillo,CU,2020-11-09 22:33:32,20.34,-77.12,78.26,84,46,7.16
553,olafsvik,IS,2020-11-09 22:34:10,64.89,-23.71,42.08,90,100,21.32
554,pahrump,US,2020-11-09 22:34:10,36.21,-115.98,54.0,26,1,4.0
555,ipixuna,BR,2020-11-09 22:34:11,-1.76,-48.8,75.2,94,75,6.93
556,whitehorse,CA,2020-11-09 22:30:03,60.72,-135.05,27.0,79,90,13.87
557,arman,RU,2020-11-09 22:34:11,59.7,150.17,6.76,85,85,9.73
558,mount isa,AU,2020-11-09 22:25:51,-20.73,139.5,86.0,48,0,13.87
559,pitsunda,GE,2020-11-09 22:34:12,43.16,40.34,50.0,81,0,8.95
560,roald,NO,2020-11-09 22:34:12,62.58,6.13,48.0,93,100,5.82
561,jumla,NP,2020-11-09 22:34:12,29.27,82.18,43.23,63,0,4.14
562,sao jose da coroa grande,BR,2020-11-09 22:34:13,-8.9,-35.15,77.34,84,15,13.15
563,akdepe,TM,2020-11-09 22:34:13,42.06,59.38,42.8,66,0,4.7
564,amapa,BR,2020-11-09 22:34:14,1.0,-52.0,79.74,65,23,4.05
565,muros,ES,2020-11-09 22:34:14,42.78,-9.06,55.0,94,1,1.01
566,omboue,GA,2020-11-09 22:34:15,-1.57,9.26,75.67,89,100,4.25
567,tripoli,LY,2020-11-09 22:31:35,32.88,13.19,67.57,61,12,1.92
568,campobello di mazara,IT,2020-11-09 22:34:15,37.64,12.74,55.4,93,0,3.36
569,harnosand,SE,2020-11-09 22:34:16,62.63,17.94,37.0,100,81,2.24
570,ardakan,IR,2020-11-09 22:34:16,32.31,54.02,57.2,44,0,4.7
571,los llanos de aridane,ES,2020-11-09 22:34:16,28.66,-17.92,69.8,77,75,5.82
572,labuhan,ID,2020-11-09 22:25:42,-6.88,112.21,78.37,82,100,6.08
573,morondava,MG,2020-11-09 22:34:16,-20.28,44.28,77.32,85,2,3.85
